pid,pmid,oid,row.in.file.int,interval,t.start,t.end,t.start.orig,t.end.orig,dt,dt.calc,dt.diff,ct,mt,cta,bta,bg.dl,bg.val,bg.unit,MOL,ustar,rl,air.pres,air.pres.unit,j.NH3,j.rel,e.int,e.cum,e.rel,air.temp,soil.temp,soil.temp.surf,pH.surf,rad,wind,wind.2m,soil.temp.z.int,air.temp.z.int,wind.z.int,wind.loc.int,far.loc.int,rain,rain.rate,rain.cum,rh,notes.int,flag.int
1937,1941,36518,43,1,2021-08-20T11:23:00Z,2021-08-20T13:40:00Z,20/08/2021 11:23,20/08/2021 11:23,2.2833,2.2833,0,2.2833,1.1417,2.7,0.41667,,,,,,,,,0.35939,0.0051338,0.8206,0.8206,0.011722,16.1,,,,,2.727,,,2,,,,0,0,0,,Spot sample in time with no 'duration' at start of interval,""
1937,1941,36519,44,2,2021-08-20T13:40:00Z,2021-08-20T15:46:00Z,20/08/2021 13:40,20/08/2021 13:40,2.1,2.1,0,4.3833,3.3333,4.8,2.7,,,,,,,,,0.31667,0.0045236,0.66501,1.4856,0.021222,16.95,,,,,3.2874,,,2,,,,0,0,0,,Spot sample in time with no 'duration' at start of interval,""
1937,1941,36520,45,3,2021-08-20T15:46:00Z,2021-08-20T18:23:00Z,20/08/2021 15:46,20/08/2021 15:46,2.6167,2.6167,0,7,5.6917,7.4167,4.8,,,,,,,,,0.35904,0.0051288,0.9395,2.4251,0.034642,16.562,,,,,3.4335,,,2,,,,0,0,0,,Spot sample in time with no 'duration' at start of interval,""
1937,1941,36521,46,4,2021-08-20T18:23:00Z,2021-08-21T07:10:00Z,20/08/2021 18:23,20/08/2021 18:23,12.783,12.783,0,19.783,13.392,20.2,7.4167,,,,,,,,,0.18805,0.0026862,2.4039,4.829,0.068981,11.688,,,,,1.2063,,,2,,,,0,0,0,,Spot sample in time with no 'duration' at start of interval,""
1937,1941,36522,47,5,2021-08-21T07:10:00Z,2021-08-21T10:11:00Z,21/08/2021 07:10,21/08/2021 07:10,3.0167,3.0167,0,22.8,21.292,23.217,20.2,,,,,,,,,0.042582,0.00060826,0.12845,4.9575,0.070816,13.54,,,,,1.4336,,,2,,,,0,0,0,,Spot sample in time with no 'duration' at start of interval,""
1937,1941,36523,48,6,2021-08-21T10:11:00Z,2021-08-21T13:08:00Z,21/08/2021 10:11,21/08/2021 10:11,2.95,2.95,0,25.75,24.275,26.167,23.217,,,,,,,,,0.098012,0.0014001,0.28914,5.2466,0.074946,15.85,,,,,2.0479,,,2,,,,0,0,0,,Spot sample in time with no 'duration' at start of interval,""
1937,1941,36524,49,7,2021-08-21T13:08:00Z,2021-08-21T16:04:00Z,21/08/2021 13:08,21/08/2021 13:08,2.9333,2.9333,0,28.683,27.217,29.1,26.167,,,,,,,,,0.059964,0.00085656,0.17589,5.4225,0.077459,16.41,,,,,1.6071,,,2,,,,0,0,0,,Spot sample in time with no 'duration' at start of interval,""
1937,1941,36525,50,8,2021-08-21T16:04:00Z,2021-08-21T18:35:00Z,21/08/2021 16:04,21/08/2021 16:04,2.5167,2.5167,0,31.2,29.942,31.617,29.1,,,,,,,,,0.04728,0.00067538,0.11899,5.5415,0.079158,17.267,,,,,1.7179,,,2,,,,0,0,0,,Spot sample in time with no 'duration' at start of interval,""
1937,1941,36526,51,9,2021-08-21T18:35:00Z,2021-08-22T07:15:00Z,21/08/2021 18:35,21/08/2021 18:35,12.667,12.667,0,43.867,37.533,44.283,31.617,,,,,,,,,0.075969,0.0010852,0.96228,6.5038,0.092904,10.914,,,,,0.3797,,,2,,,,0,0,0,,Spot sample in time with no 'duration' at start of interval,""
1937,1941,36527,52,10,2021-08-22T07:15:00Z,2021-08-22T10:35:00Z,22/08/2021 07:15,22/08/2021 07:15,3.3333,3.3333,0,47.2,45.533,47.617,44.283,,,,,,,,,0.021663,0.00030945,0.07221,6.576,0.093936,13.85,,,,,1.5253,,,2,,,,0,0,0,,Spot sample in time with no 'duration' at start of interval,""
