"pmid","app.mthd","cta","e.pred1","er.pred1","e.pred2","er.pred2"
"1936","bsth",-0.5,-0.108593611335763,-0.00155122650290357,0.00411978796428514,5.884991021049e-05
"1936","bsth",0,0.132233989782144,0.00188892207388253,0.0214380949575457,0.000306236625348844
"1937","os",0,0.090633372404497,0.00300060825706,-0.0309598480448301,-0.00102499083081711
"1937","os",0,0.110637197353416,0.00366287691949729,-0.0308837932465593,-0.00102247287689322
